total_net_assets,fund_year3_expense_projection,fund_year5_expense_projection,fund_year10_expense_projection,morningstar_return_rating,load_adj_return_3years,load_adj_return_5years,load_adj_return_10years,sustainability_score,sustainability_rank,esg_score
1223892736.0,630.0,1083.0,2338.0,1.0,0.1605,0.1704,0.1136,24.45,97.0,24.45
877151232.0,249.0,433.0,966.0,3.0,0.2374,0.2279,0.1654,21.11,47.0,21.11
174351728.0,176.0,453.0,1244.0,1.0,0.0761,0.0888,0.0797,23.07,43.0,23.07
33339326464.0,61.0,107.0,243.0,4.0,0.1845,0.1741,0.1457,22.05,47.0,22.05
5926697984.0,359.0,622.0,1375.0,4.0,0.1268,0.0838,0.1042,16.3,62.0,16.3
113930336.0,176.0,484.0,1357.0,1.0,0.1061,0.1166,0.0971,22.91,32.0,22.91
5926697984.0,337.0,585.0,1294.0,5.0,0.1275,0.0843,0.1054,16.3,62.0,16.3
111600760.0,464.0,829.0,1856.0,3.0,0.0582,0.0532,0.0646,15.87,47.0,15.87
5926697984.0,434.0,750.0,1646.0,4.0,0.1239,0.081,0.102,16.3,62.0,16.3
1294279424.0,306.0,531.0,1178.0,3.0,0.1221,0.1134,0.0737,20.09,29.0,20.09
5926697984.0,375.0,649.0,1432.0,4.0,0.1261,0.083,0.104,16.3,62.0,16.3
88569952.0,176.0,488.0,1375.0,1.0,0.1155,0.124,0.1015,22.85,29.0,22.85
34978904.0,176.0,553.0,1614.0,1.0,0.1207,0.1284,0.1025,22.8,23.0,22.8
479309888.0,876.0,1190.0,1951.0,3.0,0.1725,0.1706,0.1372,22.39,66.0,22.39
8309526016.0,569.0,980.0,2127.0,2.0,0.0596,0.0507,0.0545,24.74,54.0,24.74
18988304384.0,208.0,362.0,810.0,3.0,0.1146,0.1233,0.107,25.73,93.0,25.73
284710528.0,515.0,896.0,1966.0,3.0,0.135,0.1399,0.1018,24.4,91.0,24.4
75785658368.0,205.0,357.0,798.0,4.0,0.2307,0.2419,0.1796,21.15,48.0,21.15
7615557120.0,252.0,439.0,978.0,5.0,0.2578,0.2519,0.1652,23.66,83.0,23.66
9352333312.0,274.0,477.0,1061.0,5.0,0.322,0.3156,0.2428,21.04,51.0,21.04
19006066688.0,243.0,422.0,942.0,5.0,0.2001,0.1846,0.1955,27.37,55.0,27.37
327779264.0,1036.0,1397.0,2408.0,2.0,0.0756,0.1096,0.0296,25.88,45.0,25.88
11015596032.0,378.0,654.0,1443.0,4.0,0.1557,0.1788,0.1199,24.2,43.0,24.2
4716959744.0,211.0,368.0,822.0,1.0,0.1011,0.0845,0.037,25.43,96.0,25.43
28449972224.0,199.0,346.0,774.0,5.0,0.2138,0.1802,0.153,20.02,5.0,20.02
1688274560.0,284.0,493.0,1096.0,4.0,0.1469,0.1845,0.1363,25.74,78.0,25.74
16219034624.0,252.0,439.0,978.0,2.0,0.1137,0.1226,0.0711,23.15,75.0,23.15
16219034624.0,211.0,368.0,822.0,3.0,0.1153,0.1242,0.072,23.15,75.0,23.15
40439476224.0,205.0,357.0,798.0,5.0,0.2939,0.2855,0.2055,23.44,31.0,23.44
1033814080.0,306.0,531.0,1178.0,5.0,0.1066,0.1403,0.1104,25.28,62.0,25.28
495718816.0,418.0,723.0,1590.0,3.0,0.0863,0.0702,-0.0157,25.61,15.0,25.61
12960749568.0,384.0,665.0,1466.0,4.0,0.1096,0.1321,0.0548,24.2,13.0,24.2
12023593984.0,240.0,417.0,930.0,5.0,0.2751,0.2589,0.1963,21.57,52.0,21.57
2998142464.0,230.0,401.0,894.0,3.0,0.0286,0.0542,0.0134,28.57,25.0,28.57
40439476224.0,240.0,417.0,930.0,5.0,0.2925,0.284,0.2047,23.44,31.0,23.44
1470903552.0,225.0,414.0,962.0,3.0,0.0995,0.1287,0.1094,23.55,33.0,23.55
259980160.0,309.0,536.0,1190.0,2.0,0.1896,0.1996,0.14,20.79,34.0,20.79
347653504.0,431.0,745.0,1635.0,4.0,0.1016,0.1174,0.0681,22.66,64.0,22.66
5926697984.0,922.0,1194.0,1967.0,4.0,0.1044,0.0701,0.0968,16.3,62.0,16.3
384395200.0,640.0,1098.0,2369.0,3.0,0.0664,0.0815,0.0649,22.64,36.0,22.64
34978904.0,845.0,1273.0,2461.0,2.0,0.0949,0.111,0.0926,22.8,23.0,22.8
88569952.0,845.0,1213.0,2243.0,2.0,0.0902,0.1071,0.0918,22.85,29.0,22.85
88569952.0,412.0,887.0,2203.0,2.0,0.1089,0.1174,0.0955,22.85,29.0,22.85
88569952.0,208.0,542.0,1489.0,2.0,0.1147,0.1231,0.101,22.85,29.0,22.85
34978904.0,412.0,950.0,2425.0,2.0,0.1134,0.1212,0.0963,22.8,23.0,22.8
174351728.0,845.0,1180.0,2124.0,1.0,0.0514,0.0723,0.0701,23.07,43.0,23.07
174351728.0,208.0,508.0,1360.0,1.0,0.0753,0.0879,0.0792,23.07,43.0,23.07
199724096.0,845.0,1187.0,2148.0,2.0,0.0673,0.0878,0.0804,22.98,38.0,22.98
10359906304.0,246.0,428.0,954.0,3.0,0.2716,0.2804,0.1966,22.01,68.0,22.01
4452833280.0,233.0,406.0,906.0,2.0,0.154,0.1618,0.1212,23.54,92.0,23.54
479309888.0,421.0,729.0,1601.0,4.0,0.1857,0.1787,0.1429,22.39,66.0,22.39
13525428224.0,254.0,442.0,985.0,3.0,0.1242,0.1505,0.118,28.88,74.0,28.88
34978904.0,208.0,607.0,1726.0,2.0,0.1193,0.1271,0.1019,22.8,23.0,22.8
3348176896.0,800.0,985.0,1519.0,4.0,0.0908,0.0724,0.0982,29.08,32.0,29.08
75785658368.0,167.0,291.0,653.0,4.0,0.2322,0.2436,0.1806,21.15,48.0,21.15
33339326464.0,22.0,39.0,89.0,4.0,0.186,0.1757,0.1466,22.05,47.0,22.05
3348176896.0,191.0,340.0,776.0,5.0,0.1152,0.0871,0.1057,29.08,32.0,29.08
3348176896.0,183.0,318.0,714.0,5.0,0.1154,0.0881,0.1079,29.08,32.0,29.08
82347008.0,337.0,626.0,1446.0,5.0,0.0722,0.0601,0.0436,29.45,95.0,29.45
82347008.0,800.0,1130.0,2062.0,5.0,0.0551,0.0489,0.0368,29.45,95.0,29.45
82347008.0,650.0,1155.0,2543.0,5.0,0.0615,0.0496,0.0333,29.45,95.0,29.45
13525428224.0,223.0,387.0,866.0,3.0,0.1253,0.1519,0.1188,28.88,74.0,28.88
113930336.0,845.0,1208.0,2227.0,2.0,0.0808,0.0996,0.0874,22.91,32.0,22.91
384208576.0,510.0,910.0,2028.0,2.0,0.068,0.0988,0.0937,24.2,69.0,24.2
113930336.0,208.0,538.0,1472.0,2.0,0.1054,0.1157,0.0967,22.91,32.0,22.91
8851193856.0,246.0,428.0,954.0,4.0,0.2713,0.264,0.1841,22.76,84.0,22.76
50037616640.0,223.0,389.0,870.0,5.0,0.1667,0.1409,0.1267,24.18,81.0,24.18
5329385472.0,910.0,1173.0,1925.0,4.0,0.0773,0.0953,0.0563,22.12,49.0,22.12
12960749568.0,337.0,585.0,1294.0,4.0,0.1117,0.1341,0.0559,24.2,13.0,24.2
199724096.0,208.0,514.0,1386.0,2.0,0.0913,0.1035,0.0895,22.98,38.0,22.98
1387864576.0,514.0,887.0,1933.0,4.0,0.137,0.1582,0.1275,28.59,66.0,28.59
5024171520.0,318.0,552.0,1225.0,3.0,0.1132,0.1043,0.0842,23.0,47.0,23.0
1481508096.0,331.0,574.0,1271.0,4.0,0.1107,0.1465,0.1229,28.1,53.0,28.1
5024171520.0,340.0,590.0,1306.0,3.0,0.1119,0.1033,0.0839,23.0,47.0,23.0
5024171520.0,533.0,918.0,1998.0,2.0,0.1057,0.0969,0.0774,23.0,47.0,23.0
5024171520.0,265.0,460.0,1025.0,3.0,0.1147,0.106,0.0866,23.0,47.0,23.0
1387864576.0,337.0,585.0,1294.0,5.0,0.1439,0.1652,0.1336,28.59,66.0,28.59
1387864576.0,418.0,723.0,1590.0,5.0,0.1406,0.1618,0.131,28.59,66.0,28.59
1387864576.0,322.0,558.0,1236.0,5.0,0.1441,0.1654,0.1345,28.59,66.0,28.59
1387864576.0,359.0,622.0,1375.0,5.0,0.1428,0.1641,0.1331,28.59,66.0,28.59
2163790592.0,594.0,1021.0,2212.0,2.0,0.1591,0.1655,0.1171,27.95,50.0,27.95
2163790592.0,441.0,812.0,1854.0,3.0,0.1684,0.1748,0.1256,27.95,50.0,27.95
262451776.0,381.0,660.0,1455.0,4.0,0.1093,0.1368,0.11,30.25,94.0,30.25
262451776.0,591.0,1016.0,2201.0,3.0,0.102,0.1291,0.1036,30.25,94.0,30.25
2163790592.0,262.0,455.0,1014.0,2.0,0.1705,0.177,0.1282,27.95,50.0,27.95
32039060.0,637.0,1093.0,2358.0,1.0,0.0917,0.0714,0.0656,21.53,13.0,21.53
32039060.0,328.0,569.0,1259.0,1.0,0.1025,0.0822,0.0739,21.53,13.0,21.53
6817042432.0,957.0,1254.0,2095.0,5.0,0.2028,0.2661,0.1926,22.31,1.0,22.31
6817042432.0,652.0,1119.0,2410.0,5.0,0.2169,0.2713,0.1905,22.31,1.0,22.31
2271173120.0,362.0,628.0,1386.0,4.0,0.1488,0.1408,0.1089,22.88,38.0,22.88
2271173120.0,554.0,954.0,2073.0,3.0,0.1405,0.1331,0.1017,22.88,38.0,22.88
1046667392.0,210.0,383.0,885.0,3.0,0.1808,0.1973,0.1329,28.54,65.0,28.54
1046667392.0,173.0,311.0,713.0,3.0,0.1813,0.1977,0.1331,28.54,65.0,28.54
2271173120.0,400.0,692.0,1523.0,3.0,0.1473,0.1394,0.1075,22.88,38.0,22.88
2271173120.0,459.0,792.0,1735.0,3.0,0.1451,0.1373,0.1055,22.88,38.0,22.88
1322439168.0,232.0,409.0,923.0,5.0,0.2734,0.2801,0.1884,21.49,60.0,21.49
837949312.0,471.0,813.0,1779.0,4.0,0.2257,0.2349,0.146,26.55,23.0,26.55
888894784.0,504.0,642.0,1044.0,3.0,0.1681,0.1629,0.1389,22.03,46.0,22.03
888894784.0,396.0,690.0,1528.0,3.0,0.1733,0.1631,0.1354,22.03,46.0,22.03
888894784.0,96.0,173.0,399.0,4.0,0.1844,0.174,0.1459,22.03,46.0,22.03
3010497536.0,373.0,647.0,1430.0,3.0,0.1988,0.2181,0.1464,28.06,53.0,28.06
2258179328.0,284.0,493.0,1096.0,4.0,0.1046,0.1142,0.0666,23.44,80.0,23.44
3391395584.0,640.0,1098.0,2369.0,5.0,0.2766,0.2747,0.1571,24.37,50.0,24.37
262451776.0,1060.0,1411.0,2397.0,4.0,0.0833,0.1187,0.0999,30.25,94.0,30.25
262451776.0,1042.0,1470.0,2359.0,3.0,0.0878,0.1198,0.098,30.25,94.0,30.25
6508606976.0,211.0,368.0,822.0,3.0,0.2303,0.2278,0.1613,20.61,28.0,20.61
1387864576.0,276.0,480.0,1071.0,5.0,0.146,0.1677,0.1368,28.59,66.0,28.59
262451776.0,412.0,713.0,1568.0,4.0,0.1076,0.1352,0.109,30.25,94.0,30.25
1387864576.0,637.0,1093.0,2140.0,4.0,0.1328,0.1539,0.1228,28.59,66.0,28.59
1417321856.0,475.0,822.0,1800.0,3.0,0.0926,0.1158,0.1009,27.71,44.0,27.71
2930098432.0,211.0,368.0,822.0,4.0,0.2179,0.2113,0.151,23.87,40.0,23.87
1387864576.0,248.0,432.0,965.0,4.0,0.1469,0.168,0.1357,28.59,66.0,28.59
1417321856.0,304.0,529.0,1176.0,3.0,0.0979,0.1209,0.1066,27.71,44.0,27.71
1511495296.0,907.0,1185.0,1978.0,3.0,0.0749,0.1049,0.0963,29.04,78.0,29.04
1511495296.0,320.0,556.0,1234.0,3.0,0.0973,0.1198,0.1051,29.04,78.0,29.04
70797808.0,630.0,1071.0,2297.0,2.0,0.0883,0.0922,-0.028,31.59,50.0,31.59
1481508096.0,52.0,90.0,205.0,3.0,0.1205,0.1561,0.1311,28.1,53.0,28.1
1481508096.0,74.0,132.0,303.0,4.0,0.1198,0.1557,0.1322,28.1,53.0,28.1
1481508096.0,233.0,406.0,906.0,4.0,0.1141,0.1499,0.1263,28.1,53.0,28.1
1481508096.0,135.0,235.0,530.0,4.0,0.1176,0.1535,0.1298,28.1,53.0,28.1
169877712.0,570.0,998.0,2191.0,4.0,0.1416,0.1732,0.0796,23.81,53.0,23.81
1481508096.0,173.0,302.0,677.0,4.0,0.1163,0.1521,0.1285,28.1,53.0,28.1
802798528.0,919.0,1188.0,1957.0,3.0,0.2102,0.2161,0.1527,22.49,81.0,22.49
13680066560.0,126.0,222.0,503.0,4.0,0.046,0.0305,0.0287,26.82,83.0,26.82
1417321856.0,423.0,732.0,1611.0,3.0,0.0937,0.1167,0.1024,27.71,44.0,27.71
740103424.0,1402.0,2656.0,5653.0,2.0,0.0633,0.1062,0.0929,27.83,47.0,27.83
575348544.0,270.0,477.0,1074.0,1.0,0.0397,0.0802,0.072,27.35,38.0,27.35
740103424.0,645.0,1227.0,2807.0,2.0,0.0662,0.1091,0.0957,27.83,47.0,27.83
2271173120.0,287.0,498.0,1108.0,4.0,0.1514,0.1436,0.1116,22.88,38.0,22.88
2271173120.0,347.0,601.0,1329.0,4.0,0.1496,0.1417,0.1089,22.88,38.0,22.88
837949312.0,315.0,547.0,1213.0,4.0,0.2319,0.2408,0.1518,26.55,23.0,26.55
3816931840.0,639.0,834.0,1396.0,3.0,0.078,0.0802,0.068,23.5,77.0,23.5
3816931840.0,340.0,590.0,1306.0,3.0,0.0961,0.0902,0.072,23.5,77.0,23.5
3816931840.0,243.0,422.0,942.0,3.0,0.0995,0.0935,0.0753,23.5,77.0,23.5
3816931840.0,281.0,488.0,1084.0,3.0,0.0984,0.0923,0.0741,23.5,77.0,23.5
6457648640.0,833.0,1041.0,1641.0,3.0,0.0971,0.1005,0.0803,23.29,59.0,23.29
6457648640.0,359.0,622.0,1375.0,3.0,0.1157,0.1109,0.0843,23.29,59.0,23.29
6457648640.0,262.0,455.0,1014.0,3.0,0.1191,0.1143,0.0877,23.29,59.0,23.29
6457648640.0,300.0,520.0,1155.0,3.0,0.1177,0.1128,0.0863,23.29,59.0,23.29
4741908480.0,852.0,1075.0,1717.0,3.0,0.1112,0.116,0.0896,23.02,40.0,23.02
4741908480.0,199.0,346.0,774.0,3.0,0.1362,0.1327,0.0998,23.02,40.0,23.02
4741908480.0,262.0,455.0,1014.0,3.0,0.1343,0.1307,0.0969,23.02,40.0,23.02
4741908480.0,375.0,649.0,1432.0,3.0,0.1299,0.1264,0.0936,23.02,40.0,23.02
4741908480.0,278.0,482.0,1073.0,3.0,0.1334,0.1299,0.097,23.02,40.0,23.02
4741908480.0,315.0,547.0,1213.0,3.0,0.1322,0.1286,0.0957,23.02,40.0,23.02
2994852352.0,287.0,498.0,1108.0,3.0,0.1403,0.1383,0.102,22.97,37.0,22.97
2994852352.0,384.0,665.0,1466.0,3.0,0.137,0.1349,0.0986,22.97,37.0,22.97
2994852352.0,325.0,563.0,1248.0,3.0,0.139,0.1368,0.1007,22.97,37.0,22.97
830536704.0,169.0,300.0,683.0,3.0,0.1529,0.1591,0.1383,22.82,76.0,22.82
830536704.0,790.0,975.0,1509.0,3.0,0.1285,0.1432,0.1291,22.82,76.0,22.82
830536704.0,123.0,219.0,500.0,2.0,0.1544,0.1604,0.1389,22.82,76.0,22.82
347653504.0,334.0,579.0,1283.0,4.0,0.1049,0.1209,0.0713,22.66,64.0,22.66
5534785024.0,394.0,688.0,1526.0,5.0,0.2814,0.2832,0.1852,21.59,64.0,21.59
1200809344.0,237.0,411.0,918.0,4.0,0.3181,0.3474,0.2218,19.76,27.0,19.76
1151186816.0,910.0,1173.0,1925.0,2.0,0.1725,0.1837,0.125,22.0,72.0,22.0
1151186816.0,606.0,1042.0,2064.0,2.0,0.1864,0.1886,0.1235,22.0,72.0,22.0
1151186816.0,284.0,493.0,1096.0,2.0,0.1986,0.2009,0.1349,22.0,72.0,22.0
169877712.0,670.0,1149.0,2282.0,3.0,0.1362,0.1676,0.0744,23.81,53.0,23.81
1055581056.0,591.0,1016.0,2005.0,1.0,0.0925,0.1155,0.0805,22.48,60.0,22.48
517072224.0,371.0,653.0,1454.0,3.0,0.2007,0.2133,0.1361,24.61,5.0,24.61
347653504.0,372.0,644.0,1420.0,4.0,0.1036,0.1195,0.07,22.66,64.0,22.66
1385971200.0,975.0,1284.0,2158.0,3.0,0.0696,0.052,0.0622,16.16,57.0,16.16
1385971200.0,612.0,1052.0,2275.0,3.0,0.0842,0.058,0.0615,16.16,57.0,16.16
1385971200.0,1493.0,2808.0,5909.0,4.0,0.0913,0.0651,0.0691,16.16,57.0,16.16
1385971200.0,797.0,1510.0,3407.0,4.0,0.0939,0.0677,0.0717,16.16,57.0,16.16
1385971200.0,545.0,957.0,2106.0,3.0,0.0884,0.0622,0.0663,16.16,57.0,16.16
479309888.0,265.0,460.0,1025.0,4.0,0.1916,0.1846,0.1487,22.39,66.0,22.39
1385971200.0,293.0,509.0,1131.0,4.0,0.0953,0.0687,0.0722,16.16,57.0,16.16
8309526016.0,499.0,860.0,1878.0,2.0,0.062,0.0528,0.0568,24.74,54.0,24.74
400746080.0,715.0,1225.0,2626.0,2.0,0.0923,0.1148,0.05,24.99,57.0,24.99
575348544.0,353.0,624.0,1398.0,1.0,0.0372,0.0775,0.0694,27.35,38.0,27.35
2876734464.0,313.0,545.0,1211.0,4.0,0.1312,0.1276,0.1088,23.81,39.0,23.81
514742176.0,331.0,574.0,1271.0,4.0,0.1255,0.1358,0.1086,27.78,46.0,27.78
73823664.0,477.0,824.0,1802.0,4.0,0.1708,0.1955,0.1157,26.19,18.0,26.19
33883336.0,429.0,742.0,1630.0,1.0,0.0602,0.0556,0.0609,27.56,41.0,27.56
2104872832.0,214.0,373.0,835.0,3.0,0.1782,0.1806,0.1366,21.36,23.0,21.36
161442272.0,400.0,692.0,1523.0,5.0,0.2099,0.2452,0.1495,28.33,60.0,28.33
2876734464.0,250.0,441.0,993.0,4.0,0.1336,0.1303,0.1126,23.81,39.0,23.81
400746080.0,1015.0,1425.0,2438.0,2.0,0.0839,0.1122,0.05,24.99,57.0,24.99
3816931840.0,437.0,755.0,1657.0,3.0,0.0927,0.0868,0.0686,23.5,77.0,23.5
2206773504.0,164.0,285.0,640.0,4.0,0.1926,0.1758,0.1442,21.59,29.0,21.59
425836896.0,1046.0,1417.0,2455.0,3.0,0.0945,0.1029,0.0292,24.35,16.0,24.35
425836896.0,433.0,756.0,1671.0,3.0,0.118,0.1182,0.0375,24.35,16.0,24.35
1040534336.0,1071.0,1454.0,2522.0,3.0,0.0657,0.0882,0.0546,23.38,79.0,23.38
293565248.0,144.0,300.0,750.0,3.0,0.1692,0.1605,0.1245,20.0,11.0,20.0
1040534336.0,462.0,800.0,1755.0,4.0,0.089,0.1036,0.0634,23.38,79.0,23.38
77282432.0,1052.0,1407.0,2405.0,2.0,0.0684,0.0382,0.0761,17.56,84.0,17.56
276046752.0,854.0,1077.0,1718.0,4.0,0.1139,0.1114,0.0951,22.76,40.0,22.76
276046752.0,237.0,411.0,918.0,5.0,0.1382,0.1271,0.1044,22.76,40.0,22.76
6457648640.0,456.0,787.0,1724.0,3.0,0.1122,0.1074,0.0809,23.29,59.0,23.29
2231372288.0,910.0,1173.0,1925.0,5.0,0.1522,0.1433,0.1013,20.09,11.0,20.09
293565248.0,762.0,963.0,1542.0,3.0,0.1446,0.1446,0.1154,20.0,11.0,20.0
926636032.0,223.0,391.0,879.0,2.0,0.1192,0.1295,0.0943,24.11,67.0,24.11
145237280.0,335.0,592.0,1327.0,2.0,0.1433,0.1396,0.1214,23.31,84.0,23.31
784999680.0,233.0,406.0,906.0,3.0,0.09,0.0963,0.06,20.26,14.0,20.26
926636032.0,227.0,395.0,883.0,2.0,0.1189,0.1293,0.0942,24.11,67.0,24.11
1438836736.0,315.0,547.0,1213.0,2.0,0.1626,0.1575,0.1265,28.63,67.0,28.63
33439472.0,1064.0,1431.0,2462.0,3.0,0.0608,0.0641,0.0605,15.1,22.0,15.1
33439472.0,742.0,1283.0,2762.0,3.0,0.0729,0.0679,0.0585,15.1,22.0,15.1
33439472.0,437.0,769.0,1708.0,3.0,0.084,0.0789,0.0693,15.1,22.0,15.1
638356416.0,907.0,1168.0,1914.0,2.0,0.1009,0.1066,0.1,27.64,42.0,27.64
638356416.0,378.0,654.0,1443.0,2.0,0.1219,0.1191,0.1063,27.64,42.0,27.64
6817042432.0,350.0,606.0,1340.0,5.0,0.2289,0.2839,0.2025,22.31,1.0,22.31
638356416.0,300.0,520.0,1155.0,3.0,0.1249,0.1221,0.1091,27.64,42.0,27.64
909053440.0,249.0,433.0,966.0,3.0,0.1405,0.1403,0.0991,20.75,20.0,20.75
293565248.0,224.0,437.0,1049.0,3.0,0.1664,0.1576,0.1217,20.0,11.0,20.0
909053440.0,170.0,296.0,665.0,3.0,0.1434,0.1433,0.1018,20.75,20.0,20.75
454743456.0,210.0,367.0,822.0,4.0,0.0731,0.0539,0.0576,24.64,52.0,24.64
4741908480.0,471.0,813.0,1779.0,2.0,0.1266,0.123,0.0903,23.02,40.0,23.02
776555264.0,259.0,450.0,1002.0,2.0,0.0974,0.0965,0.09,23.61,34.0,23.61
7657288192.0,243.0,439.0,1005.0,4.0,0.2289,0.1965,0.1424,22.29,62.0,22.29
77282432.0,409.0,716.0,1590.0,3.0,0.0935,0.0543,0.0869,17.56,84.0,17.56
262451776.0,437.0,755.0,1657.0,4.0,0.1073,0.1347,0.1091,30.25,94.0,30.25
32722408.0,206.0,382.0,890.0,4.0,0.0321,0.0173,0.0155,22.52,10.0,22.52
1712840064.0,315.0,547.0,1213.0,2.0,0.1122,0.1061,0.1159,24.22,69.0,24.22
1712840064.0,237.0,411.0,918.0,3.0,0.115,0.109,0.1186,24.22,69.0,24.22
1712840064.0,228.0,403.0,910.0,2.0,0.1162,0.1102,0.1195,24.22,69.0,24.22
2994852352.0,480.0,829.0,1813.0,3.0,0.1332,0.1312,0.0953,22.97,37.0,22.97
2598426624.0,846.0,1100.0,1827.0,2.0,0.0646,0.1104,0.0937,25.64,91.0,25.64
430208160.0,925.0,1199.0,1978.0,4.0,0.1573,0.1733,0.1371,21.96,14.0,21.96
211411456.0,980.0,1294.0,2179.0,4.0,0.1033,0.1068,0.0862,23.12,51.0,23.12
71352168.0,579.0,995.0,2159.0,3.0,0.1775,0.1705,0.1234,21.59,29.0,21.59
195596240.0,975.0,1284.0,2158.0,3.0,0.2115,0.2199,0.15,20.32,19.0,20.32
1048344000.0,983.0,1299.0,2190.0,4.0,0.0834,0.147,0.1229,28.84,73.0,28.84
903402560.0,978.0,1289.0,2169.0,3.0,0.1124,0.1795,0.1337,28.75,71.0,28.75
195596240.0,1079.0,1364.0,2313.0,3.0,0.2164,0.2226,0.1478,20.32,19.0,20.32
1252104704.0,1027.0,1278.0,2123.0,3.0,0.099,0.1116,0.1117,22.94,32.0,22.94
97441752.0,428.0,749.0,1658.0,2.0,0.0674,0.1026,0.0842,26.86,30.0,26.86
430208160.0,631.0,1083.0,2338.0,3.0,0.1706,0.1778,0.1348,21.96,14.0,21.96
211411456.0,685.0,1175.0,2524.0,3.0,0.1157,0.1109,0.0841,23.12,51.0,23.12
195596240.0,679.0,1164.0,2503.0,3.0,0.2252,0.2244,0.1479,20.32,19.0,20.32
1252104704.0,624.0,1073.0,2317.0,3.0,0.1103,0.1145,0.1118,22.94,32.0,22.94
1048344000.0,664.0,1139.0,2452.0,3.0,0.0957,0.1513,0.1209,28.84,73.0,28.84
903402560.0,658.0,1129.0,2431.0,2.0,0.1251,0.1839,0.1316,28.75,71.0,28.75
124188560.0,428.0,765.0,1717.0,3.0,0.1658,0.1281,0.0419,25.29,33.0,25.29
124188560.0,517.0,908.0,2001.0,3.0,0.1615,0.1241,0.0387,25.29,33.0,25.29
124188560.0,385.0,689.0,1551.0,3.0,0.1661,0.1267,0.0399,25.29,33.0,25.29
4275852288.0,375.0,665.0,1492.0,5.0,0.0568,0.1075,0.0672,21.95,45.0,21.95
4275852288.0,464.0,809.0,1782.0,5.0,0.0528,0.1035,0.064,21.95,45.0,21.95
4275852288.0,334.0,591.0,1326.0,3.0,0.0577,0.1077,0.066,21.95,45.0,21.95
202305552.0,378.0,671.0,1503.0,5.0,0.2132,0.1898,0.1535,20.9,15.0,20.9
1415116544.0,681.0,1175.0,2346.0,3.0,0.0877,0.0795,0.0536,23.92,75.0,23.92
1415116544.0,311.0,547.0,1226.0,4.0,0.1005,0.0923,0.0658,23.92,75.0,23.92
1415116544.0,528.0,918.0,2010.0,3.0,0.0931,0.0851,0.0588,23.92,75.0,23.92
1415116544.0,373.0,654.0,1456.0,4.0,0.0986,0.0905,0.0644,23.92,75.0,23.92
430208160.0,318.0,552.0,1225.0,4.0,0.1829,0.1902,0.1467,21.96,14.0,21.96
211411456.0,375.0,649.0,1432.0,4.0,0.1272,0.1222,0.095,23.12,51.0,23.12
195596240.0,368.0,638.0,1409.0,3.0,0.2375,0.2367,0.1595,20.32,19.0,20.32
595265600.0,153.0,270.0,612.0,1.0,0.09,0.0949,0.0525,21.48,33.0,21.48
1048344000.0,337.0,585.0,1294.0,4.0,0.1067,0.163,0.1321,28.84,73.0,28.84
903402560.0,340.0,590.0,1306.0,3.0,0.1365,0.196,0.143,28.75,71.0,28.75
1531900416.0,929.0,1209.0,2006.0,3.0,0.0686,0.0911,0.0518,21.12,26.0,21.12
1531900416.0,632.0,1089.0,2162.0,2.0,0.0808,0.0951,0.0498,21.12,26.0,21.12
1531900416.0,252.0,439.0,978.0,3.0,0.0936,0.1082,0.0616,21.12,26.0,21.12
1531900416.0,478.0,829.0,1819.0,3.0,0.0864,0.1008,0.0551,21.12,26.0,21.12
1531900416.0,310.0,551.0,1243.0,4.0,0.0931,0.1072,0.0613,21.12,26.0,21.12
430208160.0,290.0,504.0,1120.0,4.0,0.1829,0.1898,0.1424,21.96,14.0,21.96
211411456.0,356.0,617.0,1363.0,4.0,0.127,0.1219,0.0918,23.12,51.0,23.12
1048344000.0,306.0,531.0,1178.0,4.0,0.1069,0.1631,0.1322,28.84,73.0,28.84
903402560.0,306.0,531.0,1178.0,3.0,0.1368,0.1961,0.1431,28.75,71.0,28.75
1148571648.0,99.0,173.0,392.0,2.0,0.1859,0.1765,0.1431,21.85,70.0,21.85
45682812.0,449.0,776.0,1702.0,1.0,0.0624,0.096,0.0998,25.17,65.0,25.17
45682812.0,437.0,755.0,1657.0,1.0,0.0634,0.0971,0.1004,25.17,65.0,25.17
1252104704.0,520.0,897.0,1955.0,3.0,0.1143,0.1182,0.115,22.94,32.0,22.94
493322976.0,330.0,600.0,1371.0,3.0,0.1374,0.1163,0.0944,26.35,20.0,26.35
41096700.0,204.0,636.0,1837.0,4.0,0.1429,0.1347,0.1161,22.01,15.0,22.01
297416160.0,171.0,302.0,684.0,2.0,0.1513,0.1742,0.1314,28.88,74.0,28.88
19193324.0,672.0,1210.0,2683.0,1.0,0.0265,0.0792,0.0753,24.58,5.0,24.58
5376712192.0,603.0,1037.0,2243.0,4.0,0.2306,0.2612,0.1602,28.78,72.0,28.78
71352168.0,655.0,1124.0,2421.0,3.0,0.1526,0.1544,0.1143,21.59,29.0,21.59
5376712192.0,290.0,504.0,1120.0,5.0,0.2429,0.2738,0.1725,28.78,72.0,28.78
5376712192.0,350.0,606.0,1340.0,5.0,0.2406,0.2711,0.1695,28.78,72.0,28.78
5376712192.0,490.0,845.0,1845.0,4.0,0.235,0.2658,0.1651,28.78,72.0,28.78
5376712192.0,781.0,1041.0,1785.0,5.0,0.222,0.2596,0.1639,28.78,72.0,28.78
5376712192.0,293.0,509.0,1131.0,5.0,0.243,0.2737,0.172,28.78,72.0,28.78
