total_net_assets,fund_year3_expense_projection,fund_year5_expense_projection,fund_year10_expense_projection,morningstar_return_rating,load_adj_return_3years,load_adj_return_5years,load_adj_return_10years,sustainability_score,sustainability_rank,esg_score
4558458880.0,197.0,356.0,818.0,3.0,0.1026,0.0989,0.0745,22.75,40.0,22.75
10600364032.0,62.0,111.0,253.0,4.0,0.1244,0.0776,0.101,15.84,46.0,15.84
5182064128.0,426.0,739.0,1624.0,5.0,0.3038,0.2704,0.1788,26.34,86.0,26.34
443165824.0,151.0,263.0,591.0,1.0,0.0782,0.0947,0.0435,27.35,89.0,27.35
7365182976.0,141.0,246.0,555.0,3.0,0.1028,0.1439,0.1214,29.34,86.0,29.34
1231157632.0,55.0,96.0,217.0,2.0,0.0287,0.0208,0.0101,19.97,8.0,19.97
5011783680.0,64.0,113.0,255.0,4.0,0.1891,0.1863,0.1465,22.71,74.0,22.71
3140563456.0,84.0,146.0,331.0,4.0,0.0986,0.1175,0.0652,22.14,50.0,22.14
396233216.0,471.0,813.0,1779.0,3.0,0.2147,0.2004,0.1339,22.29,78.0,22.29
16961303552.0,106.0,185.0,418.0,3.0,0.1123,0.1404,0.1186,28.37,61.0,28.37
15306318848.0,125.0,219.0,493.0,3.0,0.0862,0.1242,0.1046,28.8,72.0,28.8
2131478400.0,74.0,130.0,293.0,2.0,0.0756,0.042,0.0478,24.27,43.0,24.27
12869372928.0,186.0,324.0,726.0,4.0,0.0982,0.1281,0.1072,28.12,55.0,28.12
12869372928.0,138.0,241.0,542.0,4.0,0.0999,0.1299,0.109,28.12,55.0,28.12
4505866752.0,116.0,202.0,456.0,3.0,0.0845,0.111,0.0566,25.62,96.0,25.62
1675821696.0,74.0,130.0,293.0,3.0,0.1583,0.1669,0.1299,23.33,84.0,23.33
46633280.0,196.0,355.0,817.0,5.0,0.0693,0.1016,0.0845,22.67,30.0,22.67
11735070720.0,28.0,50.0,114.0,4.0,0.1862,0.176,0.1477,22.05,47.0,22.05
4366805504.0,45.0,79.0,179.0,4.0,0.1085,0.1271,0.1197,23.77,57.0,23.77
5050845696.0,90.0,157.0,356.0,4.0,0.1197,0.1408,0.117,26.08,81.0,26.08
3411875072.0,84.0,146.0,331.0,3.0,0.0463,0.0951,0.0414,24.81,94.0,24.81
3638671360.0,128.0,224.0,505.0,3.0,0.0669,0.1053,0.0603,25.05,58.0,25.05
311288128.0,179.0,327.0,756.0,3.0,0.0518,0.0966,0.0377,27.11,98.0,27.11
5182064128.0,246.0,428.0,954.0,5.0,0.3114,0.2778,0.1836,26.34,86.0,26.34
507933472.0,682.0,1183.0,2560.0,3.0,0.0864,0.0604,0.0654,15.01,20.0,15.01
8949219328.0,120.0,223.0,525.0,4.0,0.1374,0.1461,0.1075,23.88,86.0,23.88
8949219328.0,199.0,361.0,830.0,4.0,0.1346,0.1432,0.1047,23.88,86.0,23.88
1436585728.0,754.0,960.0,1553.0,5.0,0.1048,0.1451,0.1075,22.91,70.0,22.91
1436585728.0,536.0,923.0,2009.0,4.0,0.114,0.1474,0.1037,22.91,70.0,22.91
1436585728.0,221.0,384.0,859.0,5.0,0.1253,0.1591,0.1157,22.91,70.0,22.91
119102248.0,1018.0,1351.0,2290.0,3.0,0.0498,0.117,0.0838,25.04,58.0,25.04
119102248.0,699.0,1210.0,2612.0,2.0,0.0623,0.1217,0.0821,25.04,58.0,25.04
119102248.0,392.0,691.0,1542.0,3.0,0.0737,0.1332,0.093,25.04,58.0,25.04
119102248.0,547.0,954.0,2091.0,2.0,0.0681,0.1275,0.0875,25.04,58.0,25.04
2440937216.0,211.0,368.0,822.0,5.0,0.2153,0.1891,0.1333,20.92,15.0,20.92
1510109056.0,943.0,1212.0,1978.0,2.0,0.1413,0.1403,0.1046,19.94,9.0,19.94
1510109056.0,621.0,1068.0,2306.0,2.0,0.1552,0.1451,0.1027,19.94,9.0,19.94
1510109056.0,306.0,531.0,1178.0,3.0,0.1672,0.157,0.1145,19.94,9.0,19.94
1510109056.0,284.0,493.0,1096.0,2.0,0.1679,0.1576,0.1148,19.94,9.0,19.94
707098048.0,553.0,953.0,2072.0,2.0,0.1325,0.1475,0.1277,20.78,34.0,20.78
707098048.0,221.0,384.0,859.0,3.0,0.1446,0.1594,0.1394,20.78,34.0,20.78
3072616.0,1550.0,2339.0,4386.0,2.0,0.0038,-0.0299,0.0244,27.18,70.0,27.18
3072616.0,1000.0,1782.0,3830.0,2.0,0.0262,-0.0153,0.0367,27.18,70.0,27.18
3072616.0,1517.0,2457.0,4831.0,2.0,0.0075,-0.0301,0.0217,27.18,70.0,27.18
119102248.0,355.0,627.0,1405.0,2.0,0.0742,0.1341,0.0934,25.04,58.0,25.04
98644664.0,420.0,745.0,1665.0,3.0,0.1303,0.1457,0.1095,26.62,85.0,26.62
1031344640.0,112.0,208.0,490.0,3.0,0.0624,0.0545,0.0438,20.82,10.0,20.82
499011616.0,312.0,542.0,1201.0,3.0,0.2766,0.2919,0.1851,21.6,62.0,21.6
2440937216.0,189.0,329.0,738.0,5.0,0.2161,0.1901,0.1349,20.92,15.0,20.92
11382164480.0,306.0,531.0,1178.0,4.0,0.1527,0.148,0.1265,23.41,44.0,23.41
11382164480.0,214.0,373.0,835.0,5.0,0.156,0.1514,0.1296,23.41,44.0,23.41
2058170496.0,486.0,839.0,1834.0,4.0,0.0957,0.0894,0.0793,24.41,52.0,24.41
360464448.0,278.0,482.0,1073.0,5.0,0.1701,0.1797,0.1338,26.78,99.0,26.78
11382164480.0,176.0,307.0,689.0,5.0,0.1572,0.1526,0.1308,23.41,44.0,23.41
2177955584.0,384.0,665.0,1466.0,3.0,0.1014,0.1048,0.1072,27.54,93.0,27.54
2177955584.0,293.0,509.0,1131.0,3.0,0.1046,0.1082,0.1103,27.54,93.0,27.54
2177955584.0,255.0,444.0,990.0,3.0,0.1059,0.1095,0.1117,27.54,93.0,27.54
577373824.0,400.0,692.0,1523.0,2.0,0.0717,0.088,0.0828,29.95,92.0,29.95
577373824.0,309.0,536.0,1190.0,2.0,0.0747,0.0912,0.0858,29.95,92.0,29.95
2262240256.0,202.0,351.0,786.0,5.0,0.0818,0.0787,0.0658,27.96,89.0,27.96
577373824.0,271.0,471.0,1049.0,2.0,0.0761,0.0924,0.0869,29.95,92.0,29.95
360464448.0,368.0,638.0,1409.0,5.0,0.1666,0.1762,0.1307,26.78,99.0,26.78
360464448.0,240.0,417.0,930.0,5.0,0.1715,0.1809,0.1352,26.78,99.0,26.78
2058170496.0,576.0,990.0,2148.0,4.0,0.0926,0.0862,0.0764,24.41,52.0,24.41
2058170496.0,449.0,776.0,1702.0,3.0,0.0969,0.0905,0.0806,24.41,52.0,24.41
448804896.0,1015.0,1369.0,2366.0,3.0,0.0489,0.085,0.0541,21.28,29.0,21.28
448804896.0,649.0,1131.0,2463.0,2.0,0.0616,0.0894,0.0522,21.28,29.0,21.28
2585347072.0,378.0,654.0,1443.0,4.0,0.1498,0.153,0.071,24.54,20.0,24.54
1072014272.0,237.0,411.0,918.0,4.0,0.2099,0.1793,0.129,20.44,9.0,20.44
448804896.0,344.0,622.0,1413.0,3.0,0.0728,0.1009,0.0633,21.28,29.0,21.28
448804896.0,299.0,529.0,1190.0,3.0,0.0727,0.1009,0.0632,21.28,29.0,21.28
4433115648.0,221.0,384.0,859.0,4.0,0.2491,0.2388,0.1588,27.83,47.0,27.83
576885888.0,192.0,335.0,750.0,3.0,0.0779,0.097,0.0543,22.31,55.0,22.31
518398848.0,772.0,991.0,1619.0,3.0,0.0397,0.0991,0.0542,21.62,37.0,21.62
518398848.0,566.0,975.0,2116.0,2.0,0.0482,0.0999,0.049,21.62,37.0,21.62
518398848.0,224.0,390.0,871.0,4.0,0.0593,0.1128,0.0627,21.62,37.0,21.62
576885888.0,113.0,197.0,443.0,3.0,0.0805,0.0998,0.0556,22.31,55.0,22.31
7035236864.0,963.0,1247.0,2053.0,3.0,0.1162,0.1214,0.0696,19.9,9.0,19.9
7035236864.0,621.0,1068.0,2306.0,3.0,0.1303,0.1266,0.068,19.9,9.0,19.9
1994013440.0,80.0,141.0,318.0,3.0,0.1205,0.1556,0.1317,28.1,53.0,28.1
7035236864.0,290.0,504.0,1120.0,3.0,0.1425,0.1387,0.0797,19.9,9.0,19.9
1994013440.0,160.0,280.0,628.0,4.0,0.1176,0.1528,0.1303,28.1,53.0,28.1
12407351296.0,157.0,274.0,616.0,2.0,0.0386,0.0875,0.0637,27.85,94.0,27.85
7035236864.0,284.0,493.0,1096.0,3.0,0.1428,0.1391,0.0788,19.9,9.0,19.9
19231168512.0,125.0,219.0,493.0,5.0,0.1518,0.1509,0.1185,23.51,78.0,23.51
193473152.0,315.0,547.0,1213.0,4.0,0.1538,0.1332,0.1175,23.9,57.0,23.9
166679136.0,1525.0,2867.0,6011.0,4.0,0.0712,0.0684,0.0576,21.75,12.0,21.75
349736512.0,479.0,842.0,1861.0,3.0,0.0651,0.079,0.0366,19.53,5.0,19.53
900087680.0,240.0,417.0,930.0,2.0,0.1865,0.1907,0.1424,21.83,69.0,21.83
371756480.0,922.0,1194.0,1967.0,4.0,0.1133,0.1408,0.1205,28.91,75.0,28.91
137729280.0,351.0,621.0,1393.0,3.0,0.1674,0.1642,0.1277,22.1,55.0,22.1
137729280.0,272.0,486.0,1103.0,3.0,0.1703,0.1671,0.1299,22.1,55.0,22.1
472647136.0,621.0,1068.0,2306.0,3.0,0.0648,0.0953,0.033,33.98,86.0,33.98
472647136.0,318.0,552.0,1225.0,3.0,0.0753,0.106,0.0433,33.98,86.0,33.98
472647136.0,278.0,482.0,1073.0,2.0,0.0766,0.1073,0.044,33.98,86.0,33.98
869660800.0,365.0,633.0,1398.0,3.0,0.0607,0.053,0.0476,34.95,94.0,34.95
1155038592.0,955.0,1232.0,2021.0,3.0,0.0909,0.1313,0.1426,27.34,55.0,27.34
1155038592.0,634.0,1088.0,2348.0,2.0,0.1043,0.1361,0.1408,27.34,55.0,27.34
1155038592.0,325.0,563.0,1248.0,3.0,0.1154,0.1476,0.1523,27.34,55.0,27.34
81361184.0,979.0,1294.0,2185.0,2.0,0.0688,0.1,0.0887,23.73,37.0,23.73
81361184.0,658.0,1151.0,2510.0,2.0,0.0811,0.1044,0.0869,23.73,37.0,23.73
81361184.0,350.0,630.0,1427.0,2.0,0.0924,0.1154,0.0978,23.73,37.0,23.73
81361184.0,506.0,894.0,1983.0,2.0,0.0872,0.11,0.0919,23.73,37.0,23.73
900087680.0,896.0,1131.0,1806.0,2.0,0.1593,0.1726,0.1335,21.83,69.0,21.83
900087680.0,249.0,433.0,966.0,2.0,0.1862,0.1903,0.1439,21.83,69.0,21.83
1155038592.0,480.0,829.0,1813.0,3.0,0.1098,0.1418,0.1465,27.34,55.0,27.34
7460305920.0,227.0,395.0,883.0,4.0,0.2378,0.2102,0.1516,22.71,19.0,22.71
531228576.0,928.0,1187.0,1924.0,2.0,0.0977,0.123,0.1005,25.52,73.0,25.52
531228576.0,268.0,466.0,1037.0,3.0,0.1233,0.1404,0.1105,25.52,73.0,25.52
644328320.0,713.0,1245.0,2700.0,3.0,0.124,0.1361,0.1015,28.19,57.0,28.19
2449664000.0,80.0,141.0,318.0,3.0,0.1289,0.1401,0.12,25.24,67.0,25.24
644328320.0,991.0,1304.0,2189.0,3.0,0.1104,0.1311,0.1031,28.19,57.0,28.19
644328320.0,328.0,569.0,1259.0,3.0,0.136,0.1481,0.1133,28.19,57.0,28.19
644328320.0,312.0,542.0,1201.0,3.0,0.1363,0.1485,0.1135,28.19,57.0,28.19
82815104.0,560.0,964.0,2095.0,4.0,0.2457,0.2621,0.1579,26.93,31.0,26.93
131297104.0,591.0,1016.0,2201.0,3.0,0.1152,0.1223,0.0284,26.22,53.0,26.22
175192368.0,539.0,928.0,2019.0,5.0,0.1195,0.121,0.0678,26.73,98.0,26.73
472647136.0,952.0,1227.0,2010.0,3.0,0.0515,0.09,0.0344,33.98,86.0,33.98
489895840.0,621.0,1092.0,2393.0,2.0,0.0841,0.0933,0.094,23.25,27.0,23.25
489895840.0,890.0,1145.0,1874.0,2.0,0.0726,0.0899,0.097,23.25,27.0,23.25
489895840.0,271.0,497.0,1146.0,2.0,0.0963,0.1053,0.1057,23.25,27.0,23.25
145679136.0,393.0,681.0,1500.0,3.0,0.1238,0.1159,0.1007,23.77,57.0,23.77
489895840.0,236.0,437.0,1017.0,1.0,0.0972,0.106,0.1054,23.25,27.0,23.25
241765264.0,694.0,1190.0,2554.0,3.0,0.0236,0.0303,0.0284,24.69,60.0,24.69
106133632.0,381.0,660.0,1455.0,5.0,0.1779,0.0974,0.109,18.74,93.0,18.74
81038448.0,400.0,692.0,1523.0,3.0,0.081,0.1192,0.0954,28.24,58.0,28.24
9179440128.0,208.0,362.0,810.0,2.0,0.144,0.1632,0.1269,22.56,70.0,22.56
15509871616.0,170.0,296.0,665.0,5.0,0.1281,0.1299,0.1092,22.92,45.0,22.92
44506882048.0,202.0,351.0,786.0,4.0,0.0748,0.1022,0.0552,25.31,96.0,25.31
89193373696.0,167.0,291.0,653.0,5.0,0.1579,0.1744,0.1389,22.36,21.0,22.36
11862839296.0,199.0,346.0,774.0,5.0,0.1283,0.1468,0.1033,24.76,93.0,24.76
515552672.0,306.0,531.0,1178.0,2.0,0.086,0.1516,0.111,28.71,70.0,28.71
9190876.0,620.0,1179.0,2703.0,2.0,0.2235,0.1922,0.1459,22.78,84.0,22.78
50703472.0,254.0,452.0,1024.0,3.0,0.0903,0.0914,0.1151,23.27,41.0,23.27
24739216.0,417.0,734.0,1632.0,5.0,0.1732,0.1795,0.067,26.19,52.0,26.19
76114144.0,492.0,791.0,1642.0,2.0,0.1,0.0866,0.0304,24.55,21.0,24.55
302199840.0,879.0,1191.0,2075.0,4.0,0.0591,0.055,0.0664,27.63,88.0,27.63
302199840.0,679.0,1164.0,2530.0,3.0,0.0673,0.0567,0.0633,27.63,88.0,27.63
302199840.0,3716.0,6437.0,14204.0,4.0,0.0781,0.0673,0.0745,27.63,88.0,27.63
3042008576.0,248.0,446.0,1019.0,3.0,0.2237,0.2058,0.157,20.29,18.0,20.29
116831160.0,693.0,1202.0,2600.0,2.0,0.1009,0.0474,0.0766,24.72,88.0,24.72
116831160.0,361.0,640.0,1437.0,1.0,0.1134,0.0592,0.0866,24.72,88.0,24.72
116831160.0,1012.0,1343.0,2278.0,2.0,0.0879,0.043,0.0783,24.72,88.0,24.72
1001650688.0,259.0,450.0,1002.0,3.0,0.2148,0.1833,0.1261,20.69,19.0,20.69
116831160.0,541.0,946.0,2078.0,2.0,0.1066,0.0527,0.082,24.72,88.0,24.72
116831160.0,386.0,683.0,1528.0,2.0,0.1122,0.058,0.0875,24.72,88.0,24.72
112577984.0,999.0,1335.0,2282.0,2.0,0.0717,0.095,0.0992,24.96,61.0,24.96
112577984.0,645.0,1123.0,2444.0,2.0,0.0849,0.0999,0.0976,24.96,61.0,24.96
112577984.0,330.0,587.0,1322.0,3.0,0.0958,0.1109,0.1083,24.96,61.0,24.96
112577984.0,300.0,525.0,1173.0,2.0,0.0962,0.1117,0.1091,24.96,61.0,24.96
148894064.0,612.0,1052.0,2275.0,3.0,0.1998,0.1714,0.1171,21.4,24.0,21.4
148894064.0,303.0,525.0,1166.0,3.0,0.2121,0.1834,0.1284,21.4,24.0,21.4
744736896.0,923.0,1180.0,1912.0,1.0,0.1478,0.1551,0.1198,19.8,9.0,19.8
744736896.0,690.0,1215.0,2652.0,1.0,0.1619,0.16,0.1178,19.8,9.0,19.8
744736896.0,262.0,455.0,1014.0,2.0,0.1747,0.1728,0.1304,19.8,9.0,19.8
744736896.0,255.0,444.0,990.0,1.0,0.1749,0.1729,0.1306,19.8,9.0,19.8
1001650688.0,284.0,493.0,1096.0,3.0,0.2139,0.1824,0.126,20.69,19.0,20.69
303573184.0,300.0,520.0,1155.0,4.0,0.1099,0.0983,0.0922,20.59,18.0,20.59
974490048.0,906.0,1157.0,1872.0,4.0,0.0969,0.113,0.1129,22.52,24.0,22.52
974490048.0,569.0,981.0,2134.0,3.0,0.1105,0.1179,0.1112,22.52,24.0,22.52
974490048.0,258.0,451.0,1010.0,4.0,0.1216,0.1291,0.1224,22.52,24.0,22.52
974490048.0,243.0,422.0,942.0,4.0,0.1231,0.1306,0.1231,22.52,24.0,22.52
231360912.0,580.0,1008.0,2200.0,2.0,0.0867,0.0617,0.0812,15.59,37.0,15.59
2585347072.0,446.0,771.0,1691.0,5.0,0.1472,0.1511,0.0701,24.54,20.0,24.54
2269096192.0,274.0,478.0,1069.0,3.0,0.2445,0.2182,0.1621,22.09,74.0,22.09
1705618048.0,227.0,395.0,883.0,2.0,0.2047,0.18,0.1375,22.56,82.0,22.56
231360912.0,252.0,439.0,978.0,3.0,0.0978,0.0729,0.0929,15.59,37.0,15.59
94733944.0,1186.0,1630.0,2859.0,2.0,0.0872,0.0965,0.0167,26.24,53.0,26.24
2544787712.0,361.0,625.0,1381.0,3.0,0.2834,0.3164,0.1989,21.58,61.0,21.58
1626766592.0,224.0,392.0,880.0,4.0,0.1299,0.14,0.1196,25.59,91.0,25.59
1626766592.0,208.0,362.0,810.0,4.0,0.1303,0.1404,0.1191,25.59,91.0,25.59
318912160.0,393.0,681.0,1500.0,4.0,0.1581,0.1659,0.1038,24.03,38.0,24.03
96294896.0,227.0,395.0,883.0,4.0,0.1427,0.1263,0.1211,24.57,95.0,24.57
281034880.0,343.0,595.0,1317.0,2.0,0.0751,0.103,0.0937,27.93,49.0,27.93
507933472.0,1189.0,1704.0,3110.0,4.0,0.073,0.0559,0.0668,15.01,20.0,15.01
507933472.0,343.0,597.0,1325.0,4.0,0.0971,0.0711,0.0762,15.01,20.0,15.01
507933472.0,328.0,569.0,1259.0,4.0,0.0978,0.0716,0.0764,15.01,20.0,15.01
489041536.0,321.0,557.0,1235.0,4.0,0.2796,0.2332,0.1524,23.51,32.0,23.51
489041536.0,237.0,413.0,921.0,4.0,0.2837,0.2365,0.1552,23.51,32.0,23.51
94733944.0,568.0,983.0,2141.0,3.0,0.1116,0.1123,0.0252,26.24,53.0,26.24
281034880.0,421.0,729.0,1601.0,2.0,0.0723,0.1002,0.0912,27.93,49.0,27.93
523980960.0,228.0,399.0,893.0,4.0,0.2153,0.1765,0.1354,20.82,13.0,20.82
523980960.0,250.0,437.0,976.0,4.0,0.2143,0.1756,0.1343,20.82,13.0,20.82
2269096192.0,253.0,442.0,988.0,3.0,0.2449,0.2191,0.1629,22.09,74.0,22.09
515552672.0,359.0,622.0,1375.0,3.0,0.084,0.1495,0.1099,28.71,70.0,28.71
515552672.0,265.0,460.0,1025.0,2.0,0.0874,0.1527,0.1115,28.71,70.0,28.71
1072014272.0,347.0,601.0,1329.0,3.0,0.2056,0.1752,0.1248,20.44,9.0,20.44
1072014272.0,882.0,1205.0,2118.0,3.0,0.1861,0.1638,0.1194,20.44,9.0,20.44
1072014272.0,286.0,506.0,1142.0,3.0,0.2091,0.1785,0.1282,20.44,9.0,20.44
766438784.0,981.0,1284.0,2140.0,3.0,0.1456,0.1817,0.1223,27.67,43.0,27.67
766438784.0,665.0,1149.0,2484.0,3.0,0.1603,0.187,0.1208,27.67,43.0,27.67
766438784.0,322.0,558.0,1236.0,3.0,0.1716,0.199,0.1323,27.67,43.0,27.67
766438784.0,309.0,536.0,1190.0,3.0,0.1723,0.1997,0.1326,27.67,43.0,27.67
2262240256.0,293.0,509.0,1131.0,4.0,0.0788,0.0756,0.0628,27.96,89.0,27.96
2262240256.0,164.0,285.0,640.0,5.0,0.0832,0.0801,0.0668,27.96,89.0,27.96
262798832.0,251.0,447.0,1012.0,3.0,0.2251,0.2286,0.1687,20.56,26.0,20.56
523980960.0,874.0,1099.0,1745.0,3.0,0.1883,0.1596,0.1253,20.82,13.0,20.82
523980960.0,226.0,394.0,882.0,5.0,0.2154,0.1765,0.1347,20.82,13.0,20.82
499011616.0,281.0,488.0,1084.0,3.0,0.2777,0.2929,0.1839,21.6,62.0,21.6
499011616.0,615.0,1057.0,2285.0,3.0,0.2641,0.279,0.1727,21.6,62.0,21.6
499011616.0,934.0,1197.0,1946.0,3.0,0.2489,0.2736,0.175,21.6,62.0,21.6
288130400.0,414.0,717.0,1578.0,3.0,0.2263,0.208,0.1524,21.11,47.0,21.11
148894064.0,934.0,1197.0,1946.0,3.0,0.1851,0.1664,0.1188,21.4,24.0,21.4
3444495616.0,160.0,280.0,628.0,3.0,0.0438,0.0924,0.0384,24.67,93.0,24.67
5820888064.0,119.0,208.0,468.0,4.0,0.1159,0.1274,0.1201,23.86,60.0,23.86
41663880.0,487.0,860.0,1909.0,3.0,0.1608,0.1742,0.1352,27.58,41.0,27.58
36776284.0,531.0,950.0,2118.0,2.0,0.0698,0.1102,0.1037,29.46,88.0,29.46
396233216.0,946.0,1217.0,1989.0,3.0,0.1939,0.1893,0.1301,22.29,78.0,22.29
396233216.0,624.0,1073.0,2317.0,2.0,0.2085,0.1944,0.1283,22.29,78.0,22.29
74600184.0,889.0,1281.0,2376.0,3.0,0.0503,0.0814,0.0909,26.36,95.0,26.36
74600184.0,659.0,1204.0,2695.0,3.0,0.0598,0.0844,0.0889,26.36,95.0,26.36
74600184.0,350.0,685.0,1632.0,3.0,0.0706,0.0953,0.0999,26.36,95.0,26.36
74600184.0,506.0,948.0,2178.0,3.0,0.0652,0.0898,0.0944,26.36,95.0,26.36
1004472640.0,237.0,411.0,918.0,3.0,0.107,0.1354,0.1149,24.51,62.0,24.51
74600184.0,350.0,685.0,1632.0,3.0,0.0705,0.0953,0.0999,26.36,95.0,26.36
845518592.0,284.0,493.0,1096.0,3.0,0.1067,0.104,0.1145,23.88,61.0,23.88
531228576.0,618.0,1062.0,2296.0,2.0,0.1109,0.1278,0.0986,25.52,73.0,25.52
531228576.0,306.0,531.0,1178.0,3.0,0.1222,0.1392,0.1097,25.52,73.0,25.52
6303051776.0,440.0,761.0,1669.0,3.0,0.0802,0.1159,0.098,27.9,49.0,27.9
53246664704.0,284.0,493.0,1096.0,4.0,0.1147,0.1369,0.0577,23.3,5.0,23.3
188572576.0,999.0,1318.0,2219.0,5.0,0.0391,0.0331,0.037,22.37,0.0,22.37
188572576.0,980.0,1376.0,2353.0,4.0,0.0427,0.0342,0.0352,22.37,0.0,22.37
188572576.0,680.0,1176.0,2353.0,4.0,0.052,0.0376,0.0352,22.37,0.0,22.37
188572576.0,680.0,1176.0,2543.0,4.0,0.0519,0.0377,0.0352,22.37,0.0,22.37
188572576.0,527.0,919.0,2018.0,4.0,0.0569,0.0428,0.0404,22.37,0.0,22.37
188572576.0,372.0,656.0,1464.0,5.0,0.0626,0.0481,0.0456,22.37,0.0,22.37
188572576.0,450.0,788.0,1745.0,4.0,0.0596,0.0454,0.043,22.37,0.0,22.37
188572576.0,372.0,656.0,1464.0,5.0,0.0625,0.0481,0.0452,22.37,0.0,22.37
188572576.0,345.0,609.0,1362.0,5.0,0.0634,0.049,0.0463,22.37,0.0,22.37
6303051776.0,230.0,401.0,894.0,3.0,0.0875,0.1235,0.1032,27.9,49.0,27.9
56349856.0,1166.0,1591.0,2768.0,3.0,0.0692,0.0595,0.0473,22.36,32.0,22.36
56349856.0,551.0,949.0,2062.0,3.0,0.0933,0.0749,0.0559,22.36,32.0,22.36
56349856.0,853.0,1454.0,3080.0,2.0,0.0823,0.064,0.0457,22.36,32.0,22.36
2269096192.0,900.0,1144.0,1842.0,3.0,0.2178,0.2015,0.153,22.09,74.0,22.09
2269096192.0,262.0,460.0,1032.0,3.0,0.245,0.2189,0.1629,22.09,74.0,22.09
55558672.0,1115.0,1504.0,2589.0,3.0,0.0379,0.0559,0.0531,21.35,12.0,21.35
55558672.0,496.0,855.0,1867.0,3.0,0.0613,0.0711,0.0618,21.35,12.0,21.35
55558672.0,799.0,1365.0,2905.0,3.0,0.0506,0.0603,0.0514,21.35,12.0,21.35
209300496.0,355.0,623.0,1389.0,3.0,0.1387,0.1398,0.1117,22.89,38.0,22.89
94733944.0,526.0,907.0,1976.0,3.0,0.1125,0.1134,0.026,26.24,53.0,26.24
1885894016.0,948.0,1232.0,2039.0,2.0,0.0936,0.083,0.056,23.54,66.0,23.54
1885894016.0,292.0,520.0,1174.0,3.0,0.1192,0.0997,0.0658,23.54,66.0,23.54
455089568.0,900.0,1142.0,1834.0,3.0,0.2312,0.2183,0.1408,20.5,25.0,20.5
12755932160.0,925.0,1182.0,1914.0,3.0,0.1298,0.1434,0.1359,23.41,30.0,23.41
1885894016.0,626.0,1088.0,2366.0,2.0,0.1091,0.089,0.055,23.54,66.0,23.54
141141280.0,958.0,1237.0,2031.0,2.0,0.169,0.191,0.1339,20.65,29.0,20.65
689927232.0,934.0,1197.0,1946.0,3.0,0.1221,0.1161,0.087,22.0,46.0,22.0
672808384.0,958.0,1237.0,2031.0,5.0,0.1256,0.1329,0.1079,23.21,48.0,23.21
405146528.0,490.0,845.0,1845.0,1.0,0.0528,0.071,0.0173,29.87,95.0,29.87
111818512.0,889.0,1127.0,1808.0,3.0,0.1613,0.1498,0.1324,21.27,21.0,21.27
334196512.0,884.0,1111.0,1762.0,3.0,0.2148,0.2106,0.1578,21.22,52.0,21.22
573967680.0,301.0,542.0,1235.0,1.0,0.0689,0.0893,0.0819,20.63,2.0,20.63
317291200.0,900.0,1142.0,1834.0,4.0,0.1136,0.123,0.1108,25.39,89.0,25.39
455089568.0,577.0,996.0,1969.0,3.0,0.2462,0.2237,0.139,20.5,25.0,20.5
49973596160.0,306.0,531.0,1178.0,4.0,0.1011,0.0916,0.076,22.97,43.0,22.97
2607496960.0,905.0,1149.0,1846.0,4.0,0.1255,0.1322,0.1028,22.15,20.0,22.15
6654180352.0,886.0,1115.0,1772.0,4.0,0.1125,0.1143,0.0906,22.69,32.0,22.69
8339197952.0,975.0,1267.0,2095.0,2.0,0.0564,0.0938,0.071,23.68,32.0,23.68
1885894016.0,360.0,644.0,1453.0,3.0,0.1202,0.0994,0.0651,23.54,66.0,23.54
738821248.0,815.0,997.0,1524.0,4.0,0.064,0.0874,0.057,22.23,53.0,22.23
441581056.0,898.0,1138.0,1824.0,3.0,0.1999,0.2006,0.1543,20.91,39.0,20.91
14842488832.0,905.0,1146.0,1838.0,4.0,0.1861,0.1926,0.1461,21.88,8.0,21.88
7248969216.0,872.0,1091.0,1718.0,3.0,0.0958,0.0921,0.0759,22.9,44.0,22.9
7005825536.0,804.0,973.0,1463.0,3.0,0.1537,0.1547,0.1301,20.97,16.0,20.97
573967680.0,356.0,628.0,1406.0,1.0,0.0675,0.088,0.0807,20.63,2.0,20.63
49973596160.0,375.0,649.0,1432.0,4.0,0.0972,0.0887,0.074,22.97,43.0,22.97
15274827776.0,431.0,745.0,1635.0,2.0,0.0686,0.0613,0.0515,23.5,81.0,23.5
16501734400.0,896.0,1131.0,1806.0,4.0,0.084,0.1038,0.0526,21.37,31.0,21.37
1304576640.0,426.0,740.0,1631.0,2.0,0.1059,0.1037,0.0872,23.56,57.0,23.56
8580921344.0,810.0,983.0,1486.0,3.0,0.0932,0.0814,0.0805,23.33,59.0,23.33
752628288.0,925.0,1182.0,1914.0,4.0,0.1096,0.1169,0.1064,24.06,66.0,24.06
2274857216.0,397.0,686.0,1511.0,3.0,0.156,0.0405,-0.0243,30.47,9.0,30.47
62542774272.0,840.0,1035.0,1597.0,3.0,0.1067,0.1036,0.11,23.87,60.0,23.87
1885894016.0,473.0,829.0,1831.0,2.0,0.1138,0.0938,0.06,23.54,66.0,23.54
2607496960.0,882.0,1203.0,1981.0,3.0,0.1313,0.1345,0.1009,22.15,20.0,22.15
14842488832.0,882.0,1201.0,1973.0,3.0,0.1954,0.1967,0.1447,21.88,8.0,21.88
